* This is the BiomeMobWeight report file that is output every time the server starts.
* 
* Spawn Balance Utility (SBU) will use this file ONLY if it is renamed to BiomeMobWeight.csv.
* Lines starting with '*' are comments and ignored
* When this file is read, SBU writes summary information to the log file.
* 
1, badlands, minecraft:badlands, MONSTER, minecraft:spider, 80, 4, 4
1274, swamp, minecraft:mangrove_swamp, MONSTER, kaolinclayze:iloger_4, 0, 0, 0
1275, swamp, minecraft:mangrove_swamp, MONSTER, kaolinclayze:iloger_5, 0, 0, 0
1276, swamp, minecraft:mangrove_swamp, MONSTER, kaolinclayze:iloger_6, 0, 0, 0
1277, swamp, minecraft:mangrove_swamp, MONSTER, enemyexpansion:intruder, 50, 1, 2
1278, swamp, minecraft:mangrove_swamp, MONSTER, enemyexpansion:meature, 20, 1, 5
1279, swamp, minecraft:mangrove_swamp, MONSTER, enemyexpansion:silverqueen, 10, 1, 1
1280, swamp, minecraft:mangrove_swamp, MONSTER, enemyexpansion:slugger, 40, 1, 1
1281, swamp, minecraft:mangrove_swamp, MONSTER, enemyexpansion:sprinter, 70, 1, 1
1282, swamp, minecraft:mangrove_swamp, MONSTER, luminous_monsters:swamp_skeleton, 80, 1, 3
1283, swamp, minecraft:mangrove_swamp, MONSTER, luminous_monsters:swamp_zombie, 80, 1, 3
1284, swamp, minecraft:mangrove_swamp, MONSTER, enemyexpansion:troll, 10, 1, 1
1285, swamp, minecraft:mangrove_swamp, MONSTER, enemyexpansion:vampflyer, 20, 1, 1
1286, swamp, minecraft:mangrove_swamp, MONSTER, enemyexpansion:vampire, 20, 1, 1
1287, swamp, minecraft:mangrove_swamp, MONSTER, kaolinclayze:wiloger, 0, 0, 0
1288, swamp, minecraft:mangrove_swamp, CREATURE, minecraft:frog, 50, 2, 5
1289, swamp, minecraft:mangrove_swamp, CREATURE, naturalist:alligator, 10, 2, 3
1290, swamp, minecraft:mangrove_swamp, CREATURE, naturalist:butterfly, 10, 3, 6
1291, swamp, minecraft:mangrove_swamp, CREATURE, naturalist:cardinal, 10, 3, 4
1292, swamp, minecraft:mangrove_swamp, CREATURE, naturalist:duck, 10, 3, 4
1293, swamp, minecraft:mangrove_swamp, CREATURE, naturalist:lizard, 10, 1, 1
1294, swamp, minecraft:mangrove_swamp, CREATURE, naturalist:snail, 10, 2, 3
1295, swamp, minecraft:mangrove_swamp, CREATURE, naturalist:snake, 10, 1, 1
1296, swamp, minecraft:mangrove_swamp, CREATURE, naturalist:tortoise, 10, 1, 1
1297, swamp, minecraft:mangrove_swamp, AMBIENT, minecraft:bat, 10, 8, 8
1298, swamp, minecraft:mangrove_swamp, AMBIENT, naturalist:dragonfly, 10, 2, 4
1299, swamp, minecraft:mangrove_swamp, AMBIENT, naturalist:firefly, 10, 2, 4
1300, swamp, minecraft:mangrove_swamp, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1301, swamp, minecraft:mangrove_swamp, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
1302, swamp, minecraft:mangrove_swamp, WATER_AMBIENT, naturalist:bass, 10, 3, 6
1303, swamp, minecraft:mangrove_swamp, WATER_AMBIENT, naturalist:catfish, 10, 1, 2
1304, plains, minecraft:meadow, MONSTER, minecraft:spider, 80, 4, 4
1305, plains, minecraft:meadow, MONSTER, minecraft:zombie, 80, 4, 4
1306, plains, minecraft:meadow, MONSTER, minecraft:zombie_villager, 10, 1, 1
1307, plains, minecraft:meadow, MONSTER, minecraft:skeleton, 80, 4, 4
1308, plains, minecraft:meadow, MONSTER, minecraft:creeper, 80, 4, 4
1309, plains, minecraft:meadow, MONSTER, minecraft:slime, 80, 4, 4
1310, plains, minecraft:meadow, MONSTER, minecraft:enderman, 5, 1, 4
1311, plains, minecraft:meadow, MONSTER, minecraft:witch, 5, 1, 1
1312, plains, minecraft:meadow, MONSTER, kaolinclayze:beast, 0, 0, 0
1313, plains, minecraft:meadow, MONSTER, enemyexpansion:crawler, 50, 1, 2
1314, plains, minecraft:meadow, MONSTER, enemyexpansion:direwolf, 80, 2, 4
1315, plains, minecraft:meadow, MONSTER, enemyexpansion:equestrian, 20, 1, 1
1316, plains, minecraft:meadow, MONSTER, enemyexpansion:faller, 50, 1, 2
1317, plains, minecraft:meadow, MONSTER, luminous_monsters:glacial_zombie, 80, 1, 3
1318, plains, minecraft:meadow, MONSTER, enemyexpansion:huntsman, 50, 1, 1
1319, plains, minecraft:meadow, MONSTER, kaolinclayze:iloger_1, 0, 0, 0
1320, plains, minecraft:meadow, MONSTER, kaolinclayze:iloger_2, 0, 0, 0
1321, plains, minecraft:meadow, MONSTER, kaolinclayze:iloger_3, 0, 0, 0
1322, plains, minecraft:meadow, MONSTER, kaolinclayze:iloger_4, 0, 0, 0
1323, plains, minecraft:meadow, MONSTER, kaolinclayze:iloger_5, 0, 0, 0
1324, plains, minecraft:meadow, MONSTER, kaolinclayze:iloger_6, 0, 0, 0
1325, plains, minecraft:meadow, MONSTER, enemyexpansion:intruder, 50, 1, 2
1326, plains, minecraft:meadow, MONSTER, enemyexpansion:meature, 20, 1, 5
1327, plains, minecraft:meadow, MONSTER, enemyexpansion:silverqueen, 10, 1, 1
1328, plains, minecraft:meadow, MONSTER, enemyexpansion:slugger, 40, 1, 1
1329, plains, minecraft:meadow, MONSTER, enemyexpansion:sprinter, 70, 1, 1
1330, plains, minecraft:meadow, MONSTER, enemyexpansion:troll, 10, 1, 1
1331, plains, minecraft:meadow, MONSTER, enemyexpansion:vampflyer, 20, 1, 1
1332, plains, minecraft:meadow, MONSTER, enemyexpansion:vampire, 20, 1, 1
1333, plains, minecraft:meadow, MONSTER, kaolinclayze:wiloger, 0, 0, 0
1334, plains, minecraft:meadow, CREATURE, minecraft:donkey, 10, 1, 2
1335, plains, minecraft:meadow, CREATURE, minecraft:rabbit, 10, 2, 6
1336, plains, minecraft:meadow, CREATURE, minecraft:sheep, 10, 2, 4
1337, plains, minecraft:meadow, CREATURE, naturalist:bluejay, 10, 3, 4
1338, plains, minecraft:meadow, CREATURE, naturalist:butterfly, 10, 3, 6
1339, plains, minecraft:meadow, CREATURE, naturalist:canary, 10, 3, 4
1340, plains, minecraft:meadow, CREATURE, naturalist:robin, 10, 3, 4
1341, plains, minecraft:meadow, CREATURE, naturalist:snail, 10, 2, 3
1342, plains, minecraft:meadow, CREATURE, naturalist:snake, 10, 1, 1
1343, plains, minecraft:meadow, CREATURE, naturalist:sparrow, 10, 3, 4
1344, plains, minecraft:meadow, CREATURE, ytech:aurochs, 10, 2, 6
1345, plains, minecraft:meadow, CREATURE, ytech:deer, 15, 4, 8
1346, plains, minecraft:meadow, CREATURE, ytech:fowl, 10, 2, 6
1347, plains, minecraft:meadow, CREATURE, ytech:mouflon, 10, 2, 6
1348, plains, minecraft:meadow, CREATURE, ytech:terror_bird, 10, 1, 2
1349, plains, minecraft:meadow, CREATURE, ytech:wild_boar, 10, 2, 6
1350, plains, minecraft:meadow, CREATURE, minecraft:pig, 15, 1, 1
1351, plains, minecraft:meadow, AMBIENT, minecraft:bat, 10, 8, 8
1352, plains, minecraft:meadow, AMBIENT, naturalist:firefly, 10, 2, 4
1353, plains, minecraft:meadow, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1354, none, minecraft:mushroom_fields, MONSTER, kaolinclayze:beast, 0, 0, 0
1355, none, minecraft:mushroom_fields, MONSTER, luminous_monsters:glacial_zombie, 80, 1, 3
1356, none, minecraft:mushroom_fields, MONSTER, kaolinclayze:iloger_1, 0, 0, 0
1357, none, minecraft:mushroom_fields, MONSTER, kaolinclayze:iloger_2, 0, 0, 0
1358, none, minecraft:mushroom_fields, MONSTER, kaolinclayze:iloger_3, 0, 0, 0
1359, none, minecraft:mushroom_fields, MONSTER, kaolinclayze:iloger_4, 0, 0, 0
1360, none, minecraft:mushroom_fields, MONSTER, kaolinclayze:iloger_5, 0, 0, 0
1361, none, minecraft:mushroom_fields, MONSTER, kaolinclayze:iloger_6, 0, 0, 0
1362, none, minecraft:mushroom_fields, MONSTER, kaolinclayze:wiloger, 0, 0, 0
1363, none, minecraft:mushroom_fields, CREATURE, minecraft:mooshroom, 10, 4, 8
1364, none, minecraft:mushroom_fields, CREATURE, naturalist:snail, 10, 2, 3
1365, none, minecraft:mushroom_fields, AMBIENT, minecraft:bat, 10, 8, 8
1366, none, minecraft:mushroom_fields, AMBIENT, naturalist:firefly, 10, 2, 4
1367, none, minecraft:mushroom_fields, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1368, nether, minecraft:nether_wastes, MONSTER, minecraft:ghast, 50, 4, 4
1369, nether, minecraft:nether_wastes, MONSTER, minecraft:zombified_piglin, 80, 4, 4
1370, nether, minecraft:nether_wastes, MONSTER, minecraft:magma_cube, 10, 4, 4
1371, nether, minecraft:nether_wastes, MONSTER, minecraft:enderman, 5, 4, 4
1372, nether, minecraft:nether_wastes, MONSTER, minecraft:piglin, 15, 4, 4
1373, nether, minecraft:nether_wastes, MONSTER, kaolinclayze:beast, 0, 0, 0
1374, nether, minecraft:nether_wastes, MONSTER, quark:foxhound, 30, 1, 2
1375, nether, minecraft:nether_wastes, MONSTER, luminous_monsters:glacial_zombie, 80, 1, 3
1376, nether, minecraft:nether_wastes, MONSTER, kaolinclayze:golem_2, 0, 0, 0
1377, nether, minecraft:nether_wastes, MONSTER, kaolinclayze:iloger_1, 0, 0, 0
1378, nether, minecraft:nether_wastes, MONSTER, kaolinclayze:iloger_2, 0, 0, 0
1379, nether, minecraft:nether_wastes, MONSTER, kaolinclayze:iloger_3, 0, 0, 0
1380, nether, minecraft:nether_wastes, MONSTER, kaolinclayze:iloger_4, 0, 0, 0
1381, nether, minecraft:nether_wastes, MONSTER, kaolinclayze:iloger_5, 0, 0, 0
1382, nether, minecraft:nether_wastes, MONSTER, kaolinclayze:iloger_6, 0, 0, 0
1383, nether, minecraft:nether_wastes, MONSTER, kaolinclayze:tfc, 0, 0, 0
1384, nether, minecraft:nether_wastes, MONSTER, kaolinclayze:wiloger, 0, 0, 0
1385, nether, minecraft:nether_wastes, CREATURE, minecraft:strider, 60, 1, 2
1386, ocean, minecraft:ocean, MONSTER, minecraft:spider, 80, 4, 4
1387, ocean, minecraft:ocean, MONSTER, minecraft:zombie, 80, 4, 4
1388, ocean, minecraft:ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1389, ocean, minecraft:ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1390, ocean, minecraft:ocean, MONSTER, minecraft:creeper, 80, 4, 4
1391, ocean, minecraft:ocean, MONSTER, minecraft:slime, 80, 4, 4
1392, ocean, minecraft:ocean, MONSTER, minecraft:enderman, 5, 1, 4
1393, ocean, minecraft:ocean, MONSTER, minecraft:witch, 5, 1, 1
1394, ocean, minecraft:ocean, MONSTER, minecraft:drowned, 10, 1, 1
1395, ocean, minecraft:ocean, MONSTER, kaolinclayze:beast, 0, 0, 0
1396, ocean, minecraft:ocean, MONSTER, luminous_monsters:glacial_zombie, 80, 1, 3
1397, ocean, minecraft:ocean, MONSTER, kaolinclayze:iloger_1, 0, 0, 0
1398, ocean, minecraft:ocean, MONSTER, kaolinclayze:iloger_2, 0, 0, 0
1399, ocean, minecraft:ocean, MONSTER, kaolinclayze:iloger_3, 0, 0, 0
1400, ocean, minecraft:ocean, MONSTER, kaolinclayze:iloger_4, 0, 0, 0
1401, ocean, minecraft:ocean, MONSTER, kaolinclayze:iloger_5, 0, 0, 0
1402, ocean, minecraft:ocean, MONSTER, kaolinclayze:iloger_6, 0, 0, 0
1403, ocean, minecraft:ocean, MONSTER, kaolinclayze:wiloger, 0, 0, 0
1404, ocean, minecraft:ocean, CREATURE, minecraft:pig, 15, 1, 1
1405, ocean, minecraft:ocean, AMBIENT, minecraft:bat, 10, 8, 8
1406, ocean, minecraft:ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1407, ocean, minecraft:ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
1408, ocean, minecraft:ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
1409, ocean, minecraft:ocean, WATER_AMBIENT, minecraft:cod, 10, 3, 6
1410, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:spider, 80, 4, 4
1411, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:zombie, 80, 4, 4
1412, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
1413, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:skeleton, 80, 4, 4
1414, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:creeper, 80, 4, 4
1415, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:slime, 80, 4, 4
1416, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:enderman, 5, 1, 4
1417, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:witch, 5, 1, 1
1418, forest, minecraft:old_growth_birch_forest, MONSTER, kaolinclayze:beast, 0, 0, 0
1419, forest, minecraft:old_growth_birch_forest, MONSTER, enemyexpansion:crawler, 50, 1, 2
1420, forest, minecraft:old_growth_birch_forest, MONSTER, enemyexpansion:direwolf, 80, 2, 4
1421, forest, minecraft:old_growth_birch_forest, MONSTER, enemyexpansion:equestrian, 20, 1, 1
1422, forest, minecraft:old_growth_birch_forest, MONSTER, enemyexpansion:faller, 50, 1, 2
1423, forest, minecraft:old_growth_birch_forest, MONSTER, enemyexpansion:flutterfly, 10, 1, 1
1424, forest, minecraft:old_growth_birch_forest, MONSTER, luminous_monsters:glacial_zombie, 80, 1, 3
1425, forest, minecraft:old_growth_birch_forest, MONSTER, enemyexpansion:goblin, 20, 1, 4
1426, forest, minecraft:old_growth_birch_forest, MONSTER, enemyexpansion:huntsman, 50, 1, 1
1427, forest, minecraft:old_growth_birch_forest, MONSTER, kaolinclayze:iloger_1, 0, 0, 0
1428, forest, minecraft:old_growth_birch_forest, MONSTER, kaolinclayze:iloger_2, 0, 0, 0
1429, forest, minecraft:old_growth_birch_forest, MONSTER, kaolinclayze:iloger_3, 0, 0, 0
1430, forest, minecraft:old_growth_birch_forest, MONSTER, kaolinclayze:iloger_4, 0, 0, 0
1431, forest, minecraft:old_growth_birch_forest, MONSTER, kaolinclayze:iloger_5, 0, 0, 0
1432, forest, minecraft:old_growth_birch_forest, MONSTER, kaolinclayze:iloger_6, 0, 0, 0
1433, forest, minecraft:old_growth_birch_forest, MONSTER, enemyexpansion:intruder, 50, 1, 2
1434, forest, minecraft:old_growth_birch_forest, MONSTER, enemyexpansion:meature, 20, 1, 5
1435, forest, minecraft:old_growth_birch_forest, MONSTER, enemyexpansion:silverqueen, 10, 1, 1
1436, forest, minecraft:old_growth_birch_forest, MONSTER, enemyexpansion:slugger, 40, 1, 1
1437, forest, minecraft:old_growth_birch_forest, MONSTER, enemyexpansion:sprinter, 70, 1, 1
1438, forest, minecraft:old_growth_birch_forest, MONSTER, enemyexpansion:troll, 10, 1, 1
1439, forest, minecraft:old_growth_birch_forest, MONSTER, enemyexpansion:vampflyer, 20, 1, 1
1440, forest, minecraft:old_growth_birch_forest, MONSTER, enemyexpansion:vampire, 20, 1, 1
1441, forest, minecraft:old_growth_birch_forest, MONSTER, enemyexpansion:wasp, 80, 1, 4
1442, forest, minecraft:old_growth_birch_forest, MONSTER, kaolinclayze:wiloger, 0, 0, 0
1443, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:sheep, 12, 4, 4
1444, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:chicken, 10, 4, 4
1445, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:cow, 10, 4, 4
1446, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:horse, 10, 2, 6
1447, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:donkey, 10, 1, 3
1448, forest, minecraft:old_growth_birch_forest, CREATURE, naturalist:bear, 10, 1, 2
1449, forest, minecraft:old_growth_birch_forest, CREATURE, naturalist:boar, 10, 3, 4
1450, forest, minecraft:old_growth_birch_forest, CREATURE, naturalist:butterfly, 10, 3, 6
1451, forest, minecraft:old_growth_birch_forest, CREATURE, naturalist:cardinal, 10, 3, 4
1452, forest, minecraft:old_growth_birch_forest, CREATURE, naturalist:deer, 10, 3, 5
1453, forest, minecraft:old_growth_birch_forest, CREATURE, naturalist:finch, 10, 3, 4
1454, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:fox, 10, 1, 2
1455, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:rabbit, 10, 2, 3
1456, forest, minecraft:old_growth_birch_forest, CREATURE, naturalist:lizard, 10, 1, 1
1457, forest, minecraft:old_growth_birch_forest, CREATURE, naturalist:robin, 10, 3, 4
1458, forest, minecraft:old_growth_birch_forest, CREATURE, naturalist:snail, 10, 2, 3
1459, forest, minecraft:old_growth_birch_forest, CREATURE, naturalist:snake, 10, 1, 1
1460, forest, minecraft:old_growth_birch_forest, CREATURE, ytech:aurochs, 10, 2, 6
1461, forest, minecraft:old_growth_birch_forest, CREATURE, ytech:deer, 15, 4, 8
1462, forest, minecraft:old_growth_birch_forest, CREATURE, ytech:fowl, 10, 2, 6
1463, forest, minecraft:old_growth_birch_forest, CREATURE, ytech:mouflon, 10, 2, 6
1464, forest, minecraft:old_growth_birch_forest, CREATURE, ytech:terror_bird, 10, 1, 2
1465, forest, minecraft:old_growth_birch_forest, CREATURE, ytech:wild_boar, 10, 2, 6
1466, forest, minecraft:old_growth_birch_forest, AMBIENT, minecraft:bat, 10, 8, 8
1467, forest, minecraft:old_growth_birch_forest, AMBIENT, naturalist:firefly, 10, 2, 4
1468, forest, minecraft:old_growth_birch_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1469, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:spider, 80, 4, 4
1470, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:zombie, 80, 4, 4
1471, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:zombie_villager, 25, 1, 1
1472, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
1473, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:creeper, 80, 4, 4
1474, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:slime, 80, 4, 4
1475, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:enderman, 5, 1, 4
1476, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:witch, 5, 1, 1
1477, taiga, minecraft:old_growth_pine_taiga, MONSTER, kaolinclayze:beast, 0, 0, 0
1478, taiga, minecraft:old_growth_pine_taiga, MONSTER, enemyexpansion:crawler, 50, 1, 2
1479, taiga, minecraft:old_growth_pine_taiga, MONSTER, enemyexpansion:direwolf, 80, 2, 4
1480, taiga, minecraft:old_growth_pine_taiga, MONSTER, enemyexpansion:equestrian, 20, 1, 1
1481, taiga, minecraft:old_growth_pine_taiga, MONSTER, enemyexpansion:faller, 50, 1, 2
1482, taiga, minecraft:old_growth_pine_taiga, MONSTER, luminous_monsters:glacial_zombie, 80, 1, 3
1483, taiga, minecraft:old_growth_pine_taiga, MONSTER, enemyexpansion:huntsman, 50, 1, 1
1484, taiga, minecraft:old_growth_pine_taiga, MONSTER, kaolinclayze:iloger_1, 0, 0, 0
1485, taiga, minecraft:old_growth_pine_taiga, MONSTER, kaolinclayze:iloger_2, 0, 0, 0
1486, taiga, minecraft:old_growth_pine_taiga, MONSTER, kaolinclayze:iloger_3, 0, 0, 0
1487, taiga, minecraft:old_growth_pine_taiga, MONSTER, kaolinclayze:iloger_4, 0, 0, 0
1488, taiga, minecraft:old_growth_pine_taiga, MONSTER, kaolinclayze:iloger_5, 0, 0, 0
1489, taiga, minecraft:old_growth_pine_taiga, MONSTER, kaolinclayze:iloger_6, 0, 0, 0
1490, taiga, minecraft:old_growth_pine_taiga, MONSTER, enemyexpansion:intruder, 50, 1, 2
1491, taiga, minecraft:old_growth_pine_taiga, MONSTER, enemyexpansion:meature, 20, 1, 5
1492, taiga, minecraft:old_growth_pine_taiga, MONSTER, enemyexpansion:silverqueen, 10, 1, 1
1493, taiga, minecraft:old_growth_pine_taiga, MONSTER, enemyexpansion:slugger, 40, 1, 1
1494, taiga, minecraft:old_growth_pine_taiga, MONSTER, enemyexpansion:sprinter, 70, 1, 1
1495, taiga, minecraft:old_growth_pine_taiga, MONSTER, enemyexpansion:troll, 10, 1, 1
1496, taiga, minecraft:old_growth_pine_taiga, MONSTER, enemyexpansion:vampflyer, 20, 1, 1
1497, taiga, minecraft:old_growth_pine_taiga, MONSTER, enemyexpansion:vampire, 20, 1, 1
1498, taiga, minecraft:old_growth_pine_taiga, MONSTER, kaolinclayze:wiloger, 0, 0, 0
1499, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:sheep, 12, 4, 4
1500, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:pig, 10, 4, 4
1501, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:chicken, 10, 4, 4
1502, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:cow, 10, 4, 4
1503, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:wolf, 10, 4, 4
1504, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:rabbit, 10, 2, 3
1505, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:fox, 10, 2, 4
1506, taiga, minecraft:old_growth_pine_taiga, CREATURE, naturalist:bear, 10, 1, 2
1507, taiga, minecraft:old_growth_pine_taiga, CREATURE, naturalist:bluejay, 10, 3, 4
1508, taiga, minecraft:old_growth_pine_taiga, CREATURE, ytech:aurochs, 10, 2, 6
1509, taiga, minecraft:old_growth_pine_taiga, CREATURE, ytech:deer, 15, 4, 8
1510, taiga, minecraft:old_growth_pine_taiga, CREATURE, ytech:fowl, 10, 2, 6
1511, taiga, minecraft:old_growth_pine_taiga, CREATURE, ytech:mouflon, 10, 2, 6
1512, taiga, minecraft:old_growth_pine_taiga, CREATURE, ytech:saber_tooth_tiger, 10, 1, 3
1513, taiga, minecraft:old_growth_pine_taiga, CREATURE, ytech:wild_boar, 10, 2, 6
1514, taiga, minecraft:old_growth_pine_taiga, CREATURE, ytech:woolly_mammoth, 10, 2, 6
1515, taiga, minecraft:old_growth_pine_taiga, CREATURE, ytech:woolly_rhino, 10, 2, 6
1516, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:pig, 15, 1, 1
1517, taiga, minecraft:old_growth_pine_taiga, AMBIENT, minecraft:bat, 10, 8, 8
1518, taiga, minecraft:old_growth_pine_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1519, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:spider, 80, 4, 4
1520, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:zombie, 80, 4, 4
1521, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:zombie_villager, 10, 1, 1
1522, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
1523, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:creeper, 80, 4, 4
1524, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:slime, 80, 4, 4
1525, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:enderman, 5, 1, 4
1526, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:witch, 5, 1, 1
1527, taiga, minecraft:old_growth_spruce_taiga, MONSTER, kaolinclayze:beast, 0, 0, 0
1528, taiga, minecraft:old_growth_spruce_taiga, MONSTER, enemyexpansion:flutterfly, 10, 1, 1
1529, taiga, minecraft:old_growth_spruce_taiga, MONSTER, luminous_monsters:glacial_zombie, 80, 1, 3
1530, taiga, minecraft:old_growth_spruce_taiga, MONSTER, kaolinclayze:iloger_1, 0, 0, 0
1531, taiga, minecraft:old_growth_spruce_taiga, MONSTER, kaolinclayze:iloger_2, 0, 0, 0
1532, taiga, minecraft:old_growth_spruce_taiga, MONSTER, kaolinclayze:iloger_3, 0, 0, 0
1533, taiga, minecraft:old_growth_spruce_taiga, MONSTER, kaolinclayze:iloger_4, 0, 0, 0
1534, taiga, minecraft:old_growth_spruce_taiga, MONSTER, kaolinclayze:iloger_5, 0, 0, 0
1535, taiga, minecraft:old_growth_spruce_taiga, MONSTER, kaolinclayze:iloger_6, 0, 0, 0
1536, taiga, minecraft:old_growth_spruce_taiga, MONSTER, kaolinclayze:wiloger, 0, 0, 0
1537, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:sheep, 12, 4, 4
1538, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:pig, 10, 4, 4
1539, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:chicken, 10, 4, 4
1540, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:cow, 10, 4, 4
1541, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:wolf, 10, 4, 4
1542, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:rabbit, 10, 2, 3
1543, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:fox, 10, 2, 4
1544, taiga, minecraft:old_growth_spruce_taiga, CREATURE, naturalist:bear, 10, 1, 2
1545, taiga, minecraft:old_growth_spruce_taiga, CREATURE, naturalist:bluejay, 10, 3, 4
1546, taiga, minecraft:old_growth_spruce_taiga, CREATURE, ytech:aurochs, 10, 2, 6
1547, taiga, minecraft:old_growth_spruce_taiga, CREATURE, ytech:deer, 15, 4, 8
1548, taiga, minecraft:old_growth_spruce_taiga, CREATURE, ytech:fowl, 10, 2, 6
1549, taiga, minecraft:old_growth_spruce_taiga, CREATURE, ytech:mouflon, 10, 2, 6
1550, taiga, minecraft:old_growth_spruce_taiga, CREATURE, ytech:saber_tooth_tiger, 10, 1, 3
1551, taiga, minecraft:old_growth_spruce_taiga, CREATURE, ytech:wild_boar, 10, 2, 6
1552, taiga, minecraft:old_growth_spruce_taiga, CREATURE, ytech:woolly_mammoth, 10, 2, 6
1553, taiga, minecraft:old_growth_spruce_taiga, CREATURE, ytech:woolly_rhino, 10, 2, 6
1554, taiga, minecraft:old_growth_spruce_taiga, AMBIENT, minecraft:bat, 10, 8, 8
1555, taiga, minecraft:old_growth_spruce_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1556, plains, minecraft:plains, MONSTER, minecraft:spider, 80, 4, 4
1557, plains, minecraft:plains, MONSTER, minecraft:zombie, 80, 4, 4
1558, plains, minecraft:plains, MONSTER, minecraft:zombie_villager, 10, 1, 1
1559, plains, minecraft:plains, MONSTER, minecraft:skeleton, 80, 4, 4
1560, plains, minecraft:plains, MONSTER, minecraft:creeper, 80, 4, 4
1561, plains, minecraft:plains, MONSTER, minecraft:slime, 80, 4, 4
1562, plains, minecraft:plains, MONSTER, minecraft:enderman, 5, 1, 4
1563, plains, minecraft:plains, MONSTER, minecraft:witch, 5, 1, 1
1564, plains, minecraft:plains, MONSTER, kaolinclayze:beast, 0, 0, 0
1565, plains, minecraft:plains, MONSTER, enemyexpansion:crawler, 50, 1, 2
1566, plains, minecraft:plains, MONSTER, enemyexpansion:direwolf, 80, 2, 4
1567, plains, minecraft:plains, MONSTER, enemyexpansion:equestrian, 20, 1, 1
1568, plains, minecraft:plains, MONSTER, enemyexpansion:faller, 50, 1, 2
1569, plains, minecraft:plains, MONSTER, luminous_monsters:glacial_zombie, 80, 1, 3
1570, plains, minecraft:plains, MONSTER, enemyexpansion:huntsman, 50, 1, 1
1571, plains, minecraft:plains, MONSTER, kaolinclayze:iloger_1, 0, 0, 0
