[11:11:58] [main/INFO]: ModLauncher running: args [--username, Den_lille, --version, forge-47.3.33, --gameDir, C:\Users\Antoine\curseforge\minecraft\Instances\New Project, --assetsDir, C:\Users\Antoine\curseforge\minecraft\Install\assets, --assetIndex, 5, --uuid, 7ed56862d5bd49fa942d17b4a366804a, --accessToken, ????????, --clientId, NjZkYTA1MjctMjUyYi00YmRhLWE1MTAtODdiZWFhNGIzY2Uy, --xuid, 2535408021963911, --userType, msa, --versionType, release, --width, 1024, --height, 768, --quickPlayPath, C:\Users\Antoine\curseforge\minecraft\Install\quickPlay\java\1747991516766.json, --launchTarget, forgeclient, --fml.forgeVersion, 47.3.33, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[11:11:58] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.15 by Microsoft; OS Windows 10 arch amd64 version 10.0
[11:13:09] [Thread-28/ERROR]: [EMI] 2 recipes loaded with the same id: minecraft:jei.potionbundle.item.potionbundles.lingering_potion_bundle.effect.invisibility.invisibility
[11:13:09] [Thread-28/ERROR]: [EMI] 31 recipes loaded with the same id: emi:/crafting/tipped_arrow/minecraft/slowness
[11:13:09] [Thread-28/ERROR]: [EMI] 31 recipes loaded with the same id: emi:/crafting/tipped_arrow/minecraft/weakness
[11:13:09] [Thread-28/ERROR]: [EMI] 3 recipes loaded with the same id: minecraft:jei.potionbundle.item.potionbundles.splash_potion_bundle.effect.swiftness.swiftness
[11:13:09] [Thread-28/ERROR]: [EMI] 31 recipes loaded with the same id: emi:/crafting/tipped_arrow/minecraft/turtle_master
[11:13:09] [Thread-28/ERROR]: [EMI] 31 recipes loaded with the same id: emi:/crafting/tipped_arrow/projectvibrantjourneys/glowing
[11:13:09] [Thread-28/ERROR]: [EMI] 31 recipes loaded with the same id: emi:/crafting/tipped_arrow/naturalist/forest_dasher
[11:13:09] [Thread-28/ERROR]: [EMI] 3 recipes loaded with the same id: minecraft:jei.potionbundle.item.potionbundles.potion_bundle.effect.forest_dasher.forest_dasher
[11:13:09] [Thread-28/ERROR]: [EMI] 3 recipes loaded with the same id: minecraft:jei.potionbundle.item.potionbundles.splash_potion_bundle.effect.regeneration.regeneration
[11:13:09] [Thread-28/ERROR]: [EMI] 3 recipes loaded with the same id: minecraft:jei.potionbundle.item.potionbundles.lingering_potion_bundle.effect.swiftness.swiftness
[11:13:09] [Thread-28/ERROR]: [EMI] 2 recipes loaded with the same id: minecraft:jei.potionbundle.item.potionbundles.lingering_potion_bundle.effect.harming.harming
[11:13:09] [Thread-28/ERROR]: [EMI] 31 recipes loaded with the same id: emi:/crafting/tipped_arrow/minecraft/leaping
[11:13:09] [Thread-28/ERROR]: [EMI] 31 recipes loaded with the same id: emi:/crafting/tipped_arrow/yungscavebiomes/strong_frost
[11:13:09] [Thread-28/ERROR]: [EMI] 3 recipes loaded with the same id: minecraft:jei.potionbundle.item.potionbundles.lingering_potion_bundle.effect.turtle_master.turtle_master
[11:13:09] [Thread-28/ERROR]: [EMI] 2 recipes loaded with the same id: minecraft:jei.potionbundle.item.potionbundles.lingering_potion_bundle.effect.fire_resistance.fire_resistance
[11:13:09] [Thread-28/ERROR]: [EMI] 3 recipes loaded with the same id: minecraft:jei.potionbundle.item.potionbundles.splash_potion_bundle.effect.strength.strength
[11:13:09] [Thread-28/ERROR]: [EMI] 31 recipes loaded with the same id: emi:/crafting/tipped_arrow/minecraft/long_invisibility
[11:13:09] [Thread-28/ERROR]: [EMI] 2 recipes loaded with the same id: minecraft:jei.potionbundle.item.potionbundles.potion_bundle.effect.water_breathing.water_breathing
[11:13:09] [Thread-28/ERROR]: [EMI] 31 recipes loaded with the same id: emi:/crafting/tipped_arrow/minecraft/long_water_breathing
[11:13:09] [Thread-28/ERROR]: [EMI] 31 recipes loaded with the same id: emi:/crafting/tipped_arrow/projectvibrantjourneys/sporadic_silence
[11:13:09] [Thread-28/ERROR]: [EMI] 2 recipes loaded with the same id: minecraft:jei.potionbundle.item.potionbundles.splash_potion_bundle.effect.night_vision.night_vision
[11:13:09] [Thread-28/ERROR]: [EMI] 31 recipes loaded with the same id: emi:/crafting/tipped_arrow/minecraft/slow_falling
[11:13:09] [Thread-28/ERROR]: [EMI] 31 recipes loaded with the same id: emi:/crafting/tipped_arrow/minecraft/luck
[11:13:09] [Thread-28/ERROR]: [EMI] 31 recipes loaded with the same id: emi:/crafting/tipped_arrow/minecraft/awkward
[11:13:09] [Thread-28/ERROR]: [EMI] 31 recipes loaded with the same id: emi:/crafting/tipped_arrow/minecraft/long_poison
[11:13:09] [Thread-28/ERROR]: [EMI] 31 recipes loaded with the same id: emi:/crafting/tipped_arrow/iguanatweaksexpanded/recall
[11:13:09] [Thread-28/ERROR]: [EMI] 2 recipes loaded with the same id: minecraft:jei.potionbundle.item.potionbundles.potion_bundle.effect.invisibility.invisibility
[11:13:09] [Thread-28/ERROR]: [EMI] 31 recipes loaded with the same id: emi:/crafting/tipped_arrow/minecraft/long_leaping
[11:13:09] [Thread-28/ERROR]: [EMI] 31 recipes loaded with the same id: emi:/crafting/tipped_arrow/minecraft/strong_harming
[11:13:09] [Thread-28/ERROR]: [EMI] 3 recipes loaded with the same id: minecraft:jei.potionbundle.item.potionbundles.potion_bundle.effect.strength.strength
[11:13:09] [Thread-28/ERROR]: [EMI] 3 recipes loaded with the same id: minecraft:jei.potionbundle.item.potionbundles.potion_bundle.effect.slowness.slowness
[11:13:09] [Thread-28/ERROR]: [EMI] 3 recipes loaded with the same id: minecraft:jei.potionbundle.item.potionbundles.potion_bundle.effect.regeneration.regeneration
[11:13:09] [Thread-28/ERROR]: [EMI] 2 recipes loaded with the same id: minecraft:jei.potionbundle.item.potionbundles.lingering_potion_bundle.effect.healing.healing
[11:13:09] [Thread-28/ERROR]: [EMI] 2 recipes loaded with the same id: minecraft:jei.potionbundle.item.potionbundles.lingering_potion_bundle.effect.night_vision.night_vision
[11:13:09] [Thread-28/ERROR]: [EMI] 2 recipes loaded with the same id: minecraft:jei.potionbundle.item.potionbundles.splash_potion_bundle.effect.healing.healing
[11:13:09] [Thread-28/ERROR]: [EMI] 3 recipes loaded with the same id: minecraft:jei.potionbundle.item.potionbundles.splash_potion_bundle.effect.slowness.slowness
[11:13:09] [Thread-28/ERROR]: [EMI] 3 recipes loaded with the same id: minecraft:jei.potionbundle.item.potionbundles.lingering_potion_bundle.effect.forest_dasher.forest_dasher
[11:13:09] [Thread-28/ERROR]: [EMI] 31 recipes loaded with the same id: emi:/crafting/tipped_arrow/minecraft/strong_slowness
[11:13:09] [Thread-28/ERROR]: [EMI] 31 recipes loaded with the same id: emi:/crafting/tipped_arrow/minecraft/long_fire_resistance
[11:13:09] [Thread-28/ERROR]: [EMI] 2 recipes loaded with the same id: minecraft:jei.potionbundle.item.potionbundles.lingering_potion_bundle.effect.weakness.weakness
[11:13:09] [Thread-28/ERROR]: [EMI] 3 recipes loaded with the same id: minecraft:jei.potionbundle.item.potionbundles.splash_potion_bundle.effect.poison.poison
[11:13:09] [Thread-28/ERROR]: [EMI] 3 recipes loaded with the same id: minecraft:jei.potionbundle.item.potionbundles.splash_potion_bundle.effect.forest_dasher.forest_dasher
[11:13:09] [Thread-28/ERROR]: [EMI] 3 recipes loaded with the same id: minecraft:jei.potionbundle.item.potionbundles.potion_bundle.effect.turtle_master.turtle_master
[11:13:09] [Thread-28/ERROR]: [EMI] 3 recipes loaded with the same id: minecraft:jei.potionbundle.item.potionbundles.lingering_potion_bundle.effect.regeneration.regeneration
[11:13:09] [Thread-28/ERROR]: [EMI] 31 recipes loaded with the same id: emi:/crafting/tipped_arrow/minecraft/thick
[11:13:09] [Thread-28/ERROR]: [EMI] 31 recipes loaded with the same id: emi:/crafting/tipped_arrow/minecraft/strength
[11:13:09] [Thread-28/ERROR]: [EMI] 31 recipes loaded with the same id: emi:/crafting/tipped_arrow/legendarysurvivaloverhaul/cold_resistance
[11:13:09] [Thread-28/ERROR]: [EMI] 3 recipes loaded with the same id: minecraft:jei.potionbundle.item.potionbundles.splash_potion_bundle.effect.leaping.leaping
[11:13:09] [Thread-28/ERROR]: [EMI] 31 recipes loaded with the same id: emi:/crafting/tipped_arrow/minecraft/long_night_vision
[11:13:09] [Thread-28/ERROR]: [EMI] 31 recipes loaded with the same id: emi:/crafting/tipped_arrow/iguanatweaksexpanded/regen_wither
[11:13:09] [Thread-28/ERROR]: [EMI] 31 recipes loaded with the same id: emi:/crafting/tipped_arrow/enemyexpansion/swift_flight_potion
[11:13:09] [Thread-28/ERROR]: [EMI] 3 recipes loaded with the same id: minecraft:jei.potionbundle.item.potionbundles.potion_bundle.effect.swiftness.swiftness
[11:13:09] [Thread-28/ERROR]: [EMI] 31 recipes loaded with the same id: emi:/crafting/tipped_arrow/minecraft/mundane
[11:13:09] [Thread-28/ERROR]: [EMI] 3 recipes loaded with the same id: minecraft:jei.potionbundle.item.potionbundles.lingering_potion_bundle.effect.leaping.leaping
[11:13:09] [Thread-28/ERROR]: [EMI] 2 recipes loaded with the same id: minecraft:jei.potionbundle.item.potionbundles.splash_potion_bundle.effect.fire_resistance.fire_resistance
[11:13:09] [Thread-28/ERROR]: [EMI] 3 recipes loaded with the same id: minecraft:jei.potionbundle.item.potionbundles.lingering_potion_bundle.effect.strength.strength
[11:13:09] [Thread-28/ERROR]: [EMI] 31 recipes loaded with the same id: emi:/crafting/tipped_arrow/minecraft/strong_leaping
[11:13:09] [Thread-28/ERROR]: [EMI] 31 recipes loaded with the same id: emi:/crafting/tipped_arrow/minecraft/poison
[11:13:09] [Thread-28/ERROR]: [EMI] 31 recipes loaded with the same id: emi:/crafting/tipped_arrow/legendarysurvivaloverhaul/thirst
[11:13:09] [Thread-28/ERROR]: [EMI] 2 recipes loaded with the same id: minecraft:jei.potionbundle.item.potionbundles.potion_bundle.effect.night_vision.night_vision
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/mundane/minecraft/gunpowder/minecraft/potion/minecraft/splash_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/thick/minecraft/gunpowder/minecraft/potion/minecraft/splash_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/awkward/minecraft/gunpowder/minecraft/potion/minecraft/splash_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/night_vision/minecraft/gunpowder/minecraft/potion/minecraft/splash_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/long_night_vision/minecraft/gunpowder/minecraft/potion/minecraft/splash_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/invisibility/minecraft/gunpowder/minecraft/potion/minecraft/splash_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/long_invisibility/minecraft/gunpowder/minecraft/potion/minecraft/splash_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/leaping/minecraft/gunpowder/minecraft/potion/minecraft/splash_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/long_leaping/minecraft/gunpowder/minecraft/potion/minecraft/splash_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/strong_leaping/minecraft/gunpowder/minecraft/potion/minecraft/splash_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/fire_resistance/minecraft/gunpowder/minecraft/potion/minecraft/splash_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/long_fire_resistance/minecraft/gunpowder/minecraft/potion/minecraft/splash_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/swiftness/minecraft/gunpowder/minecraft/potion/minecraft/splash_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/long_swiftness/minecraft/gunpowder/minecraft/potion/minecraft/splash_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/strong_swiftness/minecraft/gunpowder/minecraft/potion/minecraft/splash_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/slowness/minecraft/gunpowder/minecraft/potion/minecraft/splash_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/long_slowness/minecraft/gunpowder/minecraft/potion/minecraft/splash_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/strong_slowness/minecraft/gunpowder/minecraft/potion/minecraft/splash_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/turtle_master/minecraft/gunpowder/minecraft/potion/minecraft/splash_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/long_turtle_master/minecraft/gunpowder/minecraft/potion/minecraft/splash_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/strong_turtle_master/minecraft/gunpowder/minecraft/potion/minecraft/splash_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/water_breathing/minecraft/gunpowder/minecraft/potion/minecraft/splash_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/long_water_breathing/minecraft/gunpowder/minecraft/potion/minecraft/splash_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/healing/minecraft/gunpowder/minecraft/potion/minecraft/splash_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/strong_healing/minecraft/gunpowder/minecraft/potion/minecraft/splash_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/harming/minecraft/gunpowder/minecraft/potion/minecraft/splash_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/strong_harming/minecraft/gunpowder/minecraft/potion/minecraft/splash_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/poison/minecraft/gunpowder/minecraft/potion/minecraft/splash_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/long_poison/minecraft/gunpowder/minecraft/potion/minecraft/splash_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/strong_poison/minecraft/gunpowder/minecraft/potion/minecraft/splash_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/regeneration/minecraft/gunpowder/minecraft/potion/minecraft/splash_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/long_regeneration/minecraft/gunpowder/minecraft/potion/minecraft/splash_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/strong_regeneration/minecraft/gunpowder/minecraft/potion/minecraft/splash_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/strength/minecraft/gunpowder/minecraft/potion/minecraft/splash_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/long_strength/minecraft/gunpowder/minecraft/potion/minecraft/splash_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/strong_strength/minecraft/gunpowder/minecraft/potion/minecraft/splash_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/weakness/minecraft/gunpowder/minecraft/potion/minecraft/splash_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/long_weakness/minecraft/gunpowder/minecraft/potion/minecraft/splash_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/slow_falling/minecraft/gunpowder/minecraft/potion/minecraft/splash_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/long_slow_falling/minecraft/gunpowder/minecraft/potion/minecraft/splash_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/iguanatweaksexpanded/regen_wither/minecraft/gunpowder/minecraft/potion/minecraft/splash_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/iguanatweaksexpanded/recall/minecraft/gunpowder/minecraft/potion/minecraft/splash_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/mundane/minecraft/dragon_breath/minecraft/splash_potion/minecraft/lingering_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/thick/minecraft/dragon_breath/minecraft/splash_potion/minecraft/lingering_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/awkward/minecraft/dragon_breath/minecraft/splash_potion/minecraft/lingering_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/night_vision/minecraft/dragon_breath/minecraft/splash_potion/minecraft/lingering_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/long_night_vision/minecraft/dragon_breath/minecraft/splash_potion/minecraft/lingering_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/invisibility/minecraft/dragon_breath/minecraft/splash_potion/minecraft/lingering_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/long_invisibility/minecraft/dragon_breath/minecraft/splash_potion/minecraft/lingering_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/leaping/minecraft/dragon_breath/minecraft/splash_potion/minecraft/lingering_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/long_leaping/minecraft/dragon_breath/minecraft/splash_potion/minecraft/lingering_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/strong_leaping/minecraft/dragon_breath/minecraft/splash_potion/minecraft/lingering_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/fire_resistance/minecraft/dragon_breath/minecraft/splash_potion/minecraft/lingering_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/long_fire_resistance/minecraft/dragon_breath/minecraft/splash_potion/minecraft/lingering_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/swiftness/minecraft/dragon_breath/minecraft/splash_potion/minecraft/lingering_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/long_swiftness/minecraft/dragon_breath/minecraft/splash_potion/minecraft/lingering_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/strong_swiftness/minecraft/dragon_breath/minecraft/splash_potion/minecraft/lingering_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/slowness/minecraft/dragon_breath/minecraft/splash_potion/minecraft/lingering_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/long_slowness/minecraft/dragon_breath/minecraft/splash_potion/minecraft/lingering_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/strong_slowness/minecraft/dragon_breath/minecraft/splash_potion/minecraft/lingering_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/turtle_master/minecraft/dragon_breath/minecraft/splash_potion/minecraft/lingering_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/long_turtle_master/minecraft/dragon_breath/minecraft/splash_potion/minecraft/lingering_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/strong_turtle_master/minecraft/dragon_breath/minecraft/splash_potion/minecraft/lingering_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/water_breathing/minecraft/dragon_breath/minecraft/splash_potion/minecraft/lingering_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/long_water_breathing/minecraft/dragon_breath/minecraft/splash_potion/minecraft/lingering_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/healing/minecraft/dragon_breath/minecraft/splash_potion/minecraft/lingering_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/strong_healing/minecraft/dragon_breath/minecraft/splash_potion/minecraft/lingering_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/harming/minecraft/dragon_breath/minecraft/splash_potion/minecraft/lingering_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/strong_harming/minecraft/dragon_breath/minecraft/splash_potion/minecraft/lingering_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/poison/minecraft/dragon_breath/minecraft/splash_potion/minecraft/lingering_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/long_poison/minecraft/dragon_breath/minecraft/splash_potion/minecraft/lingering_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/strong_poison/minecraft/dragon_breath/minecraft/splash_potion/minecraft/lingering_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/regeneration/minecraft/dragon_breath/minecraft/splash_potion/minecraft/lingering_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/long_regeneration/minecraft/dragon_breath/minecraft/splash_potion/minecraft/lingering_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/strong_regeneration/minecraft/dragon_breath/minecraft/splash_potion/minecraft/lingering_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/strength/minecraft/dragon_breath/minecraft/splash_potion/minecraft/lingering_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/long_strength/minecraft/dragon_breath/minecraft/splash_potion/minecraft/lingering_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/strong_strength/minecraft/dragon_breath/minecraft/splash_potion/minecraft/lingering_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/weakness/minecraft/dragon_breath/minecraft/splash_potion/minecraft/lingering_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/long_weakness/minecraft/dragon_breath/minecraft/splash_potion/minecraft/lingering_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
